job,run,gene,uniprot_id,antigen_len,PAE_IF,epitope_reprod,hit,prediction_id
flagship,screen-flagship-Q6ZMH5,SLC39A5,Q6ZMH5,192,14.947,0.118,0,sab_pred_CByOIQWcLHOOxmtcW3ZQ
anchor2,screen-anchor2-Q7Z7N9,TMEM179B,Q7Z7N9,50,14.961,0.241,0,sab_pred_c33Pp0iOMTbYtMa5pvqj
flagship,screen-flagship-P34998,CRHR1,P34998,90,14.963,0.473,0,sab_pred_v7edxLqMAvtswAAhMjSy
anchor2,screen-anchor2-O43699,SIGLEC6,O43699,321,14.966,0.714,0,sab_pred_MwRqa8ssaEAZ7NpU4TMC
anchor2,screen-anchor2-Q9Y287,ITM2B,Q9Y287,191,14.992,0.434,0,sab_pred_EKlbXVDI4lK7X50Yyuux
anchor2,screen-anchor2-Q29960,HLA-C,Q29960,284,15.004,0.585,0,sab_pred_fkAq5OfseomZtvmmO7z5
flagship,screen-flagship-P28906,CD34,P28906,259,15.019,0.331,0,sab_pred_4EQ1G7rqRwTJmQmsigis
flagship,screen-flagship-Q8IU80,TMPRSS6,Q8IU80,735,15.033,0.829,0,sab_pred_AKPEfcrdYyiH8wNmHyJl
flagship,screen-flagship-Q86YT9,AMICA1,Q86YT9,256,15.045,0.044,0,sab_pred_vIBLQesj5w3c8gKNouXY
flagship,screen-flagship-Q30134,HLA-DRB1,Q30134,198,15.062,0.134,0,sab_pred_Bgq9lhVJPUINlALaidLy
flagship,screen-flagship-Q9HBE5,IL21R,Q9HBE5,213,15.069,0.084,0,sab_pred_rJdWE3EmtbGjAfC85w67
flagship,screen-flagship-P48065,SLC6A12,P48065,73,15.086,0.772,0,sab_pred_3RgHPpShj1QVDaDtmHGQ
flagship,screen-flagship-Q96E93,KLRG1,Q96E93,136,15.132,0.313,0,sab_pred_SFwCa3e7Cw6efNQljTsU
flagship,screen-flagship-P61550,ERVS71-1,P61550,537,15.148,0.235,0,sab_pred_XOfiaTWlmt79wHUJxHxr
flagship,screen-flagship-P13765,HLA-DOB,P13765,198,15.17,0.653,0,sab_pred_B60IN4eVSgKuXvxidVyP
flagship,screen-flagship-P31785,IL2RG,P31785,240,15.182,0.321,0,sab_pred_dBIl1OUsxIipAo7k0bUY
flagship,screen-flagship-P41181,AQP2,P41181,271,15.215,0.243,0,sab_pred_nYIZsK4QRWSJeXDyQcON
anchor2,screen-anchor2-Q9NYW2,TAS2R8,Q9NYW2,32,15.219,0.225,0,sab_pred_noLp4juLwQMa86yriI9A
anchor2,screen-anchor2-O75015,FCGR3B,O75015,184,15.219,0.179,0,sab_pred_5onmxnwY7V5wFTyYiQ2G
flagship,screen-flagship-Q8N126,CADM3,Q8N126,306,15.22,0.814,0,sab_pred_ZW4qZLWL0Dp6M5PzOc58
flagship,screen-flagship-Q9UP38,FZD1,Q9UP38,250,15.222,0.133,0,sab_pred_eiY7s760sjQIOpKiZr5j
flagship,screen-flagship-Q6UXZ0,TMIGD1,Q6UXZ0,191,15.249,0.168,0,sab_pred_nHQbXocQqoSJBWt6KxPi
anchor2,screen-anchor2-Q8WZ84,OR8D1,Q8WZ84,37,15.288,0.518,0,sab_pred_BO8zpvHKfWVcTiPMPzOm
flagship,screen-flagship-Q93070,ART4,Q93070,239,15.299,0.771,0,sab_pred_32bk1XXbXFY2Podu8UW7
flagship,screen-flagship-P19235,EPOR,P19235,226,15.3,0.194,0,sab_pred_d1cUW2Gx0mCaFuoQ3CY6
flagship,screen-flagship-P25105,PTAFR,P25105,342,15.331,0.518,0,sab_pred_HP2TynDnv5fXJ9bVwe9B
flagship,screen-flagship-Q86YD3,TMEM25,Q86YD3,206,15.362,0.36,0,sab_pred_mLejDOzWYavFiYcnsNom
flagship,screen-flagship-P0C626,OR5G3,P0C626,314,15.376,0.485,0,sab_pred_2dpzg6i6bILQLovtouLa
flagship,screen-flagship-Q6PCB8,EMB,Q6PCB8,228,15.385,0.207,0,sab_pred_6xazx3H8WIbro8Vffk90
flagship,screen-flagship-Q9P1W8,SIRPG,Q9P1W8,332,15.385,0.505,0,sab_pred_kMnOyaLXnRS9QypXWOoN
flagship,screen-flagship-Q496F6,CD300E,Q496F6,156,15.394,0.498,0,sab_pred_UcOrMu01KuFeRR4zqHdK
flagship,screen-flagship-P35499,SCN4A,P35499,119,15.425,0.507,0,sab_pred_SIB53hNFDdKiJ6YNoN0H
flagship,screen-flagship-Q8IWA5,SLC44A2,Q8IWA5,178,15.447,0.808,0,sab_pred_obd7m2tvHgFkiXiPTq4T
flagship,screen-flagship-Q9NQS5,GPR84,Q9NQS5,396,15.454,0.281,0,sab_pred_69uNnGbp0FFv6o8Esayg
flagship,screen-flagship-P30301,MIP,P30301,263,15.456,0.426,0,sab_pred_yELrptbQP0oXhXAU3ehv
flagship,screen-flagship-P21728,DRD1,P21728,446,15.487,0.21,0,sab_pred_PylnVlilJxFarAryxq3D
flagship,screen-flagship-P13726,F3,P13726,219,15.488,0.324,0,sab_pred_mQXP29q3pKlfRqcoCoM1
anchor2,screen-anchor2-Q9NQX7,ITM2C,Q9NQX7,192,15.518,0.66,0,sab_pred_Pztje6s6UTlY6dGhjotn
flagship,screen-flagship-B6A8C7,TARM1,B6A8C7,220,15.572,0.182,0,sab_pred_FDhblXiskkzalte9qGk1
anchor2,screen-anchor2-P11912,CD79A,P11912,111,15.58,0.193,0,sab_pred_DbC16KBlIdEEYFfejc48
flagship,screen-flagship-Q3KNW5,SLC10A6,Q3KNW5,377,15.593,0.13,0,sab_pred_GMSzS7ib6bLTMM2ahnFB
anchor2,screen-anchor2-Q9NQ25,SLAMF7,Q9NQ25,204,15.623,0.153,0,sab_pred_MDeEWAHMuIPqitA0iac7
flagship,screen-flagship-P30450,HLA-A,P30450,284,15.654,0.247,0,sab_pred_GmK9sSSAwA7DZrtsIiUb
flagship,screen-flagship-Q53GD3,SLC44A4,Q53GD3,174,15.656,0.4,0,sab_pred_fKZcBlvI0yx7GYw4gMa1
flagship,screen-flagship-Q9NRR2,TPSG1,Q9NRR2,264,15.69,0.674,0,sab_pred_808p5VrKl0mLprFs4b3H
anchor2,screen-anchor2-P47883,OR3A4P,P47883,38,15.694,0.466,0,sab_pred_7njnXb3dwffzHRNFzNc1
anchor2,screen-anchor2-O95838,GLP2R,O95838,173,15.703,0.317,0,sab_pred_mcZto9AtgSsnlNCOxe2u
flagship,screen-flagship-Q96N19,GPR137,Q96N19,122,15.732,0.307,0,sab_pred_lxlgRp7iPhTGsJ6wr4YS
flagship,screen-flagship-P01730,CD4,P01730,371,15.74,0.338,0,sab_pred_Wj10DB0eRh4TYxMK9XIy
flagship,screen-flagship-O15552,FFAR2,O15552,330,15.76,0.289,0,sab_pred_0iA8970237RJVVQrggK4
flagship,screen-flagship-Q15077,P2RY6,Q15077,328,15.762,0.454,0,sab_pred_S2PEj6xSZNOkvq3LDzcV
flagship,screen-flagship-O60706,ABCC9,O60706,97,15.788,0.413,0,sab_pred_KFG1xFKLgjFk6TaDfXTT
flagship,screen-flagship-Q9NS93,TM7SF3,Q9NS93,274,15.791,0.788,0,sab_pred_7gLS8S7iezOqXPxnhDZw
flagship,screen-flagship-O60353,FZD6,O60353,183,15.794,0.624,0,sab_pred_jQbUf9AndSfJLluogqpz
anchor2,screen-anchor2-O95150,TNFSF15,O95150,195,15.798,0.425,0,sab_pred_SJH57C4kdduqpss9B2R8
anchor2,screen-anchor2-Q9BXN2,CLEC7A,Q9BXN2,182,15.828,0.241,0,sab_pred_vBO49N2YIsirVrploJxq
anchor2,screen-anchor2-Q04771,ACVR1,Q04771,103,15.863,0.467,0,sab_pred_Ox6P1JrOUKHow8PlZeAD
flagship,screen-flagship-Q8IWD5,MFSD6L,Q8IWD5,147,15.9,0.273,0,sab_pred_rC3EM5n4adB2W5AKYl7n
anchor2,screen-anchor2-P48169,GABRA4,P48169,224,15.907,0.806,0,sab_pred_3IG6EALzCggwHCO7EtYV
flagship,screen-flagship-Q9NZU1,FLRT1,Q9NZU1,504,15.913,0.134,0,sab_pred_UlBcN5sJkTVsFT2yyVEU
flagship,screen-flagship-Q6ZNA5,FRRS1,Q6ZNA5,349,15.92,0.526,0,sab_pred_KkBgQrlBcgZqDv133CzM
flagship,screen-flagship-Q9HCN6,GP6,Q9HCN6,247,15.935,0.527,0,sab_pred_y1hLZsyHvWQpLeCOIG08
flagship,screen-flagship-P98172,EFNB1,P98172,210,15.938,0.106,0,sab_pred_656sKFOxCGMHdboXucTB
flagship,screen-flagship-P28566,HTR1E,P28566,365,15.976,0.401,0,sab_pred_f7ZAZR2yqZoghKJZCUBk
flagship,screen-flagship-Q01344,IL5RA,Q01344,322,16.072,0.243,0,sab_pred_jVuOUyCO0yIxKfY7x76l
flagship,screen-flagship-P51828,ADCY7,P51828,398,16.083,0.301,0,sab_pred_xLs2gZRtUcK1cwFPFsV6
anchor2,screen-anchor2-P18433,PTPRA,P18433,132,16.089,0.268,0,sab_pred_RowHwojGundPWQIoRzz7
anchor2,screen-anchor2-P30508,HLA-C,P30508,284,16.127,0.535,0,sab_pred_pjhzuobkXarozVXZ11if
flagship,screen-flagship-P25090,FPR2,P25090,351,16.128,0.41,0,sab_pred_4XNaN5rtJhxMMetbB29L
flagship,screen-flagship-P28335,HTR2C,P28335,458,16.172,0.382,0,sab_pred_FlAmYbzNeWQU9hQIGx20
flagship,screen-flagship-Q7Z7D3,VTCN1,Q7Z7D3,235,16.214,0.219,0,sab_pred_aBoGiMwadkHWZp7gjIJW
flagship,screen-flagship-P43307,SSR1,P43307,189,16.233,0.504,0,sab_pred_s1YdKNG2oJ8VcQTsokCA
flagship,screen-flagship-Q6UXB4,CLEC4G,Q6UXB4,241,16.259,0.824,0,sab_pred_f97IkYttnZsSs6np3riI
flagship,screen-flagship-Q7Z7M1,GPR144,Q7Z7M1,662,16.312,0.4,0,sab_pred_wVGNMt5BLNoUrgcLjxqI
flagship,screen-flagship-Q9H3S1,SEMA4A,Q9H3S1,651,16.345,0.726,0,sab_pred_m6tGXq5PJF2xbLFEcH4w
anchor2,screen-anchor2-Q9NQN1,OR2S2,Q9NQN1,37,16.349,0.204,0,sab_pred_nTqaMHy26SVPX3v50oQ1
flagship,screen-flagship-P09564,CD7,P09564,155,16.366,0.121,0,sab_pred_w4bUTO8UITXKVvJQfAyR
flagship,screen-flagship-Q5BIV9,SPRN,Q5BIV9,102,16.409,0.277,0,sab_pred_j2jg7w3sFu7wDbNS5sdc
anchor2,screen-anchor2-Q8NGF4,OR5AP2,Q8NGF4,54,16.429,0.122,0,sab_pred_b74fg1ZDt7CwBGrc4aFR
anchor2,screen-anchor2-Q8NGP9,OR5AR1,Q8NGP9,45,16.447,0.306,0,sab_pred_YIrDM5on5Qo3BJxl6wi8
flagship,screen-flagship-Q8NBJ9,SIDT2,Q8NBJ9,278,16.449,0.112,0,sab_pred_0S3672pzvdjlAtWUKSbv
flagship,screen-flagship-P52799,EFNB2,P52799,202,16.451,0.132,0,sab_pred_PB4Lp11XiHJdzAHgHEYb
flagship,screen-flagship-P78410,BTN3A2,P78410,219,16.485,0.393,0,sab_pred_ynub5E3mVITplGItlXzc
flagship,screen-flagship-O00478,BTN3A3,O00478,219,16.513,0.892,0,sab_pred_wNRwfvnaBdVwbKkELoIM
flagship,screen-flagship-Q8N149,LILRA2,Q8N149,426,16.528,0.2,0,sab_pred_8cPMMyA7y4VjlbSempIx
flagship,screen-flagship-Q96NY8,PVRL4,Q96NY8,318,16.56,0.379,0,sab_pred_KzSWAcf9CdZZyXvTbHmi
anchor2,screen-anchor2-O95868,LY6G6D,O95868,85,16.573,0.407,0,sab_pred_wIestPHlBy6G2O7IqrZx
flagship,screen-flagship-Q86V24,ADIPOR2,Q86V24,386,16.577,0.224,0,sab_pred_t2Mqgkrw8GLtEOJ1eiCN
flagship,screen-flagship-P78380,OLR1,P78380,216,16.589,0.404,0,sab_pred_eiTTBgKCp6OQ0avL7woC
flagship,screen-flagship-Q8NBR0,TP53I13,Q8NBR0,282,16.592,0.21,0,sab_pred_kbc1pUmEUQMpWfhmm1UJ
flagship,screen-flagship-P31644,GABRA5,P31644,229,16.613,0.247,0,sab_pred_XHcZSKN01IdEP3WQ7s2p
flagship,screen-flagship-Q9NPG1,FZD3,Q9NPG1,183,16.62,0.26,0,sab_pred_IFoSwZ0SPM2izPIOrbvH
flagship,screen-flagship-Q6UWN5,LYPD5,Q6UWN5,200,16.621,0.397,0,sab_pred_VQFdbrBSDQDSTZcx1fLy
flagship,screen-flagship-P01920,HLA-DQB1,P01920,198,16.638,0.408,0,sab_pred_wRQhk1QyGheLtcAA56Yg
flagship,screen-flagship-Q6Q8B3,CD200R1L,Q6Q8B3,216,16.647,0.37,0,sab_pred_uGg5Alnadg2V9CZfUFUf
flagship,screen-flagship-Q9BZV2,SLC19A3,Q9BZV2,496,16.656,0.375,0,sab_pred_Jgnb4PXWm5dSxhPjtTdL
flagship,screen-flagship-P13747,HLA-E,P13747,284,16.661,0.473,0,sab_pred_bHXdYcFGNGzQdGnI4vEK
flagship,screen-flagship-Q7L985,LINGO2,Q7L985,518,16.718,0.156,0,sab_pred_bt6BzxQ7lykITbiQRXtv
anchor2,screen-anchor2-Q9HCJ1,ANKH,Q9HCJ1,492,16.732,0.178,0,sab_pred_qK7L6mVoIKSVRlZn9NEg
flagship,screen-flagship-Q969W9,PMEPA1,Q969W9,224,16.749,0.162,0,sab_pred_0hysuoTh8CwOLYpV04i2
flagship,screen-flagship-Q12879,GRIN2A,Q12879,534,16.752,0.29,0,sab_pred_ZMV77ofgLlxVQHIu8KOp
flagship,screen-flagship-O42043,ERVK-18,O42043,521,16.771,0.542,0,sab_pred_wRp70MUlWCCFBg3ty9Wx
anchor2,screen-anchor2-Q8NAU1,FNDC5,Q8NAU1,200,16.788,0.094,0,sab_pred_e5yzWoNqSNJhN4ibNuVk
flagship,screen-flagship-Q6UWI2,PARM1,Q6UWI2,238,16.803,0.184,0,sab_pred_f4M0ctNq0LpzAGBw6IAD
flagship,screen-flagship-P07949,RET,P07949,607,16.825,0.66,0,sab_pred_UeT5FsIVP4jzzJE78Nhu
anchor2,screen-anchor2-Q9NZQ7,CD274,Q9NZQ7,220,16.859,0.481,0,sab_pred_7m9UQdC4Omv73Dky2SyI
flagship,screen-flagship-Q9NZD1,GPRC5D,Q9NZD1,345,16.859,0.147,0,sab_pred_nSXfyNS6RWsuVrUwSxyr
flagship,screen-flagship-P58335,ANTXR2,P58335,285,16.861,0.423,0,sab_pred_HjrsG680KkXL54uvmmbD
flagship,screen-flagship-P30939,HTR1F,P30939,366,16.867,0.374,0,sab_pred_a6bf7fJX09lZ3qNJkrH8
anchor2,screen-anchor2-Q8NGS2,OR1J2,Q8NGS2,38,16.894,0.233,0,sab_pred_ydjXPTuWHrvcoYzw4RSH
flagship,screen-flagship-Q96AP7,ESAM,Q96AP7,219,16.894,0.325,0,sab_pred_Zf9j6o8yj5CLaJGW99Ap
flagship,screen-flagship-Q9BXP2,SLC12A9,Q9BXP2,253,16.903,0.173,0,sab_pred_0JhUcnlpI8wR0FdtbetT
flagship,screen-flagship-Q15822,CHRNA2,Q15822,238,16.979,0.289,0,sab_pred_dsQ07O8ztTwhjZsqm0wh
flagship,screen-flagship-P98161,PKD1,P98161,215,16.98,0.192,0,sab_pred_gl6W8W7A9iLVJzkWIbvX
anchor2,screen-anchor2-Q8NGJ1,OR4D6,Q8NGJ1,37,17.016,0.047,0,sab_pred_3OIGG1PRo4tIJohtWgLd
flagship,screen-flagship-P19438,TNFRSF1A,P19438,182,17.025,0.141,0,sab_pred_AsdBSDwyfbFI2nXNy0Vh
flagship,screen-flagship-Q7Z4F1,LRP10,Q7Z4F1,424,17.103,0.263,0,sab_pred_tkNOJu9S0xyQc8sdWNT8
anchor2,screen-anchor2-Q9HD20,ATP13A1,Q9HD20,179,17.149,0.427,0,sab_pred_LjN3yiIWigZEEDN3JqtR
anchor2,screen-anchor2-P30301,MIP,P30301,263,17.157,0.489,0,sab_pred_wIdy2RiP3NfErVfoqTfT
flagship,screen-flagship-Q6UW56,ATRAID,Q6UW56,169,17.158,0.9,0,sab_pred_7LtSWzHoO7rwhDXLCloO
flagship,screen-flagship-P13385,TDGF1,P13385,120,17.207,0.288,0,sab_pred_5Dq9fsCtDD3f1dZv872y
flagship,screen-flagship-Q6UX01,LMBR1L,Q6UX01,489,17.21,0.238,0,sab_pred_RLhwiWBT5F3Ui6oD77s9
flagship,screen-flagship-P20594,NPR2,P20594,436,17.223,0.725,0,sab_pred_U9KSz8cRs4yAngyhcpnT
flagship,screen-flagship-Q5VZ72,IZUMO3,Q5VZ72,154,17.238,0.312,0,sab_pred_wqvpb4DZcvU1fJcnnWvj
flagship,screen-flagship-Q96A28,SLAMF9,Q96A28,218,17.246,0.067,0,sab_pred_666pk0bzC68kPrlRM6Vg
flagship,screen-flagship-A6NF34,ANTXRL,A6NF34,326,17.305,0.164,0,sab_pred_y4YpcCM199qukKTSAstV
flagship,screen-flagship-Q14002,CEACAM7,Q14002,207,17.36,0.648,0,sab_pred_DXePA1bW06bQ4O1I6xOm
flagship,screen-flagship-P60509,ERVPABLB-1,P60509,451,17.402,0.228,0,sab_pred_KYmUyrkW2apao5sDUCvB
flagship,screen-flagship-Q16651,PRSS8,Q16651,290,17.416,0.447,0,sab_pred_n090272oinA1dIU2J7Jc
anchor2,screen-anchor2-P29965,CD40LG,P29965,215,17.448,0.243,0,sab_pred_89ojKLX0sDZVaLd9YIWl
anchor2,screen-anchor2-Q9H172,ABCG4,Q9H172,64,17.453,0.243,0,sab_pred_d9NYvFT5n9u5K2RCq1wg
flagship,screen-flagship-Q9NP78,ABCB9,Q9NP78,330,17.458,0.373,0,sab_pred_qeBtXPhW01dhIrSFNqWL
flagship,screen-flagship-O43556,SGCE,O43556,317,17.461,0.517,0,sab_pred_C12v89n4cgoUqqQS567j
flagship,screen-flagship-Q3SXY7,LRIT3,Q3SXY7,563,17.476,0.563,0,sab_pred_puaIjkGxqhomTqtxf4d9
anchor2,screen-anchor2-Q6UXZ3,CD300LD,Q6UXZ3,147,17.515,0.576,0,sab_pred_7saG6llAZjfC8yfuioiV
flagship,screen-flagship-Q08334,IL10RB,Q08334,201,17.54,0.245,0,sab_pred_ezaeCAymcofHmmiJEXUu
flagship,screen-flagship-B6SEH8,ERVV-1,B6SEH8,300,17.546,0.148,0,sab_pred_h4yJ43dWyvTeDDMfNdQ1
flagship,screen-flagship-Q7Z692,CEACAM19,Q7Z692,125,17.547,0.771,0,sab_pred_SYMLbGKwUIg1h8Zd3tLL
flagship,screen-flagship-Q6YHK3,CD109,Q6YHK3,1000,17.547,0.86,0,sab_pred_yJFiJPlqi162n9tmeYvs
flagship,screen-flagship-P52798,EFNA4,P52798,145,17.623,0.297,0,sab_pred_Nf5iHraxCxahpdbP1LU9
anchor2,screen-anchor2-Q15125,EBP,Q15125,43,17.648,0.118,0,sab_pred_I0plBwZCarlMPcYINH14
anchor2,screen-anchor2-A1L157,TSPAN11,A1L157,106,17.66,0.514,0,sab_pred_83Mz39UzNPiu1I3jKHU3
flagship,screen-flagship-P41217,CD200,P41217,202,17.669,0.405,0,sab_pred_m0avWkGUKrtiY7L2mqOw
flagship,screen-flagship-Q12836,ZP4,Q12836,487,17.669,0.155,0,sab_pred_5adVtheuqeEQ1Tpb9OF0
flagship,screen-flagship-O94778,AQP8,O94778,261,17.702,0.485,0,sab_pred_X0VYtn3gON08AlDzIYBa
flagship,screen-flagship-P13760,HLA-DRB1,P13760,198,17.718,0.072,0,sab_pred_Anjk3l2cqFrsFLxHpouN
flagship,screen-flagship-P53794,SLC5A3,P53794,98,17.725,0.582,0,sab_pred_JFfGRIUtzPV1OgKz44XR
flagship,screen-flagship-Q2Y0W8,SLC4A8,Q2Y0W8,478,17.729,0.058,0,sab_pred_jw33HjFqfLbMnKoIIxXo
flagship,screen-flagship-Q13258,PTGDR,Q13258,359,17.732,0.565,0,sab_pred_fIbRxFiTBx6eKhSO4EOI
flagship,screen-flagship-Q9P2V4,LRIT1,Q9P2V4,505,17.736,0.476,0,sab_pred_G3LMrBq8JEXhle6tSNw3
flagship,screen-flagship-P08571,CD14,P08571,348,17.743,0.542,0,sab_pred_IyUaLUVXIfwFjJWph8K1
anchor2,screen-anchor2-Q99706,KIR2DL4,Q99706,221,17.744,0.172,0,sab_pred_rHEpOJvjDD4JNlFDnvLQ
flagship,screen-flagship-Q8WWA0,ITLN1,Q8WWA0,280,17.793,0.487,0,sab_pred_K5YZmt9V2VbbQF4c4S9n
flagship,screen-flagship-P04629,NTRK1,P04629,391,17.796,0.068,0,sab_pred_c50nzaRYfw0Ws2DEyYnZ
flagship,screen-flagship-Q95604,HLA-C,Q95604,284,17.81,0.113,0,sab_pred_XkOjBzgLXShhoV8unYWl
flagship,screen-flagship-Q9NRD9,DUOX1,Q9NRD9,570,17.839,0.552,0,sab_pred_fmSXZ21hw7Oz5ZKjMHrF
anchor2,screen-anchor2-P10696,ALPPL2,P10696,484,17.846,0.185,0,sab_pred_uynALaqY1eqN7dUvQTRZ
flagship,screen-flagship-P30464,HLA-B,P30464,285,17.86,0.039,0,sab_pred_MF5faDNF1qprjbzEax0Q
anchor2,screen-anchor2-P11229,CHRM1,P11229,460,17.862,0.576,0,sab_pred_avxstcBFrAMDTzBQMkq3
anchor2,screen-anchor2-Q8NGG5,OR8K1,Q8NGG5,37,17.868,0.097,0,sab_pred_PNK3vlHz1DYmdaL2cV9E
flagship,screen-flagship-Q03431,PTH1R,Q03431,160,17.883,0.487,0,sab_pred_Ze6M9YNkyen6v5rwxQU4
flagship,screen-flagship-O00220,TNFRSF10A,O00220,216,17.885,0.523,0,sab_pred_drhJDHhQLWZjh6F9GfVJ
flagship,screen-flagship-P51693,APLP1,P51693,542,17.898,0.294,0,sab_pred_PhxKAIACF1D8RO8NBWo6
flagship,screen-flagship-P35348,ADRA1A,P35348,466,17.91,0.355,0,sab_pred_QZ8OSR0UrkSIharbuJjm
flagship,screen-flagship-Q9H3S3,TMPRSS5,Q9H3S3,387,17.912,0.113,0,sab_pred_0Dlo4MHsH4vF4l6HDRVN
anchor2,screen-anchor2-O43570,CA12,O43570,277,17.941,0.092,0,sab_pred_9ucLzRw3SrSYibiX38p9
flagship,screen-flagship-Q9H5Y7,SLITRK6,Q9H5Y7,582,17.947,0.468,0,sab_pred_F7ogA7wP5IRUYaOPZyJy
flagship,screen-flagship-Q9NQX7,ITM2C,Q9NQX7,192,17.972,0.526,0,sab_pred_HkJsRxZUs3nkVHsOlIgC
flagship,screen-flagship-P08138,NGFR,P08138,222,17.98,0.029,0,sab_pred_ZRKkVecjNlioYjrNwe0b
flagship,screen-flagship-P13473,LAMP2,P13473,347,17.994,0.246,0,sab_pred_UCFI7XSpMfvNujc10Gqm
flagship,screen-flagship-Q9NYK1,TLR7,Q9NYK1,813,17.998,0.193,0,sab_pred_uKx0l5sFNbdQYhpynETZ
flagship,screen-flagship-Q86YC3,NRROS,Q86YC3,632,18.0,0.44,0,sab_pred_jGhB36zGS295abrJ5tvE
anchor2,screen-anchor2-P52798,EFNA4,P52798,145,18.021,0.595,0,sab_pred_5qouuSyOsNp5T2aLJyzh
flagship,screen-flagship-Q5T3U5,ABCC10,Q5T3U5,316,18.036,0.132,0,sab_pred_6JtIQJwcZIndZWWud0SN
anchor2,screen-anchor2-Q13261,IL15RA,Q13261,175,18.054,0.318,0,sab_pred_iDGZ7EVBm6v1qZXCMu5k
flagship,screen-flagship-Q5DX21,IGSF11,Q5DX21,219,18.061,0.494,0,sab_pred_X5x44RmkEppQUbRj6XfZ
flagship,screen-flagship-Q9HBW1,LRRC4,Q9HBW1,489,18.062,0.162,0,sab_pred_MyjCnSa2UGMUpBF7VaRx
flagship,screen-flagship-P36544,CHRNA7,P36544,211,18.069,0.228,0,sab_pred_HjIIVMpD7j4fmvJtXzAn
anchor2,screen-anchor2-Q8NGK4,OR52K1,Q8NGK4,36,18.079,0.058,0,sab_pred_78aqMtjSNPh1bRwSOxgU
flagship,screen-flagship-P04439,HLA-A,P04439,284,18.099,0.483,0,sab_pred_eMGTwAXWY2lvxhzCTjiK
flagship,screen-flagship-P12319,FCER1A,P12319,180,18.102,0.342,0,sab_pred_naYMEiYg32jFerciHOsX
anchor2,screen-anchor2-Q9Y5Y7,LYVE1,Q9Y5Y7,219,18.117,0.211,0,sab_pred_anKaJUmGScEHqASx8Gl8
anchor2,screen-anchor2-Q8WZA6,OR1E3,Q8WZA6,343,18.145,0.401,0,sab_pred_N9m9eF4KnkGL1Qg3V4cp
flagship,screen-flagship-P05538,HLA-DQB2,P05538,197,18.155,0.677,0,sab_pred_krMi4hkc968CgRi1Ysut
flagship,screen-flagship-Q9Y653,GPR56,Q9Y653,376,18.169,0.082,0,sab_pred_6lKmpvQPg5e68Yvat49j
flagship,screen-flagship-P28907,CD38,P28907,258,18.172,0.367,0,sab_pred_WyRz9I5Dy8QBCAaxYJcW
flagship,screen-flagship-P31997,CEACAM8,P31997,286,18.175,0.503,0,sab_pred_mC51cOD0FXWKKwtL1kNK
flagship,screen-flagship-P30501,HLA-C,P30501,284,18.185,0.079,0,sab_pred_EQ65kZBGXnSdvQozijMH
flagship,screen-flagship-Q86VZ4,LRP11,Q86VZ4,413,18.203,0.1,0,sab_pred_UZrGcG97BV33iikYELsa
flagship,screen-flagship-Q86UQ4,ABCA13,Q86UQ4,453,18.209,0.096,0,sab_pred_dbGCWlTAy7I2Ru9PDp1Q
anchor2,screen-anchor2-P43119,PTGIR,P43119,386,18.217,0.423,0,sab_pred_VVKmDZ5WA2kDBGFSbANX
anchor2,screen-anchor2-Q14957,GRIN2C,Q14957,535,18.219,0.559,0,sab_pred_UipNKP4BrwSUMlmrFrjg
anchor2,screen-anchor2-Q96MU8,KREMEN1,Q96MU8,372,18.222,0.422,0,sab_pred_KX3TfUgSeYpim7QvJP5j
anchor2,screen-anchor2-Q15612,OR1Q1,Q15612,37,18.239,0.354,0,sab_pred_MTx2uxrRhgDrlJPy8CEA
flagship,screen-flagship-Q29983,MICA,Q29983,284,18.244,0.186,0,sab_pred_hrT1OyhP6ZV4Kxk2v2KL
anchor2,screen-anchor2-Q8IUH8,SPPL2C,Q8IUH8,168,18.247,0.183,0,sab_pred_1bSjCAneXdqoc1VHx8S8
anchor2,screen-anchor2-Q9H342,OR51J1,Q9H342,31,18.348,0.055,0,sab_pred_KWr9VzOYbyMtD4gX5Gxa
anchor2,screen-anchor2-P31644,GABRA5,P31644,229,18.348,0.826,0,sab_pred_95v7aM3JEvJxWSscD1hi
flagship,screen-flagship-O95297,MPZL1,O95297,127,18.35,0.164,0,sab_pred_5NlhC6uNcCHM06nricmR
flagship,screen-flagship-P42262,GRIA2,P42262,519,18.361,0.217,0,sab_pred_20cZePAk5hj8zhPtScqc
flagship,screen-flagship-Q9Y6M0,PRSS21,Q9Y6M0,247,18.366,0.498,0,sab_pred_WVfsYTXEcPnTRM1tY1J9
flagship,screen-flagship-Q9NP60,IL1RAPL2,Q9NP60,338,18.393,0.075,0,sab_pred_zjmwxDE1ZgB6VpArP8Dz
flagship,screen-flagship-Q13478,IL18R1,Q13478,308,18.394,0.375,0,sab_pred_XVySZJQkPAHem35nWBVm
anchor2,screen-anchor2-Q8NHK3,KIR2DL5B,Q8NHK3,217,18.41,0.17,0,sab_pred_gN6P1hYHJHIH2IUFzvTw
anchor2,screen-anchor2-P46721,SLCO1A2,P46721,108,18.43,0.12,0,sab_pred_HvVXJBoBJ8fgfY29qv6x
flagship,screen-flagship-P51170,SCNN1G,P51170,465,18.468,0.196,0,sab_pred_nHQmuHoI3lEFJJ0k5msT
flagship,screen-flagship-O95256,IL18RAP,O95256,337,18.471,0.856,0,sab_pred_82oIjIvk2S6hmnB6E82X
